Timestamp,Temperature,Humidity,CO2,PM10,PM2.5,AQI
2025-01-02 15:00:00,12.1,73.4,373.5,56.1,31.9,64
2025-01-02 16:00:00,12.4,65.0,364.4,94.2,53.6,98
2025-01-02 17:00:00,10.8,64.3,344.2,95.1,55.3,101
2025-01-02 18:00:00,10.1,72.9,352.2,69.7,40.1,70
2025-01-02 19:00:00,9.9,73.3,365.3,105.9,64.2,108
2025-01-02 20:00:00,8.0,71.1,341.5,71.6,42.2,75
2025-01-02 21:00:00,10.4,57.5,363.1,71.3,44.3,88
2025-01-02 22:00:00,11.9,61.1,377.9,82.5,53.6,97
2025-01-02 23:00:00,16.2,62.9,387.2,64.5,39.7,77
2025-01-03 00:00:00,16.0,62.9,408.6,57.1,33.6,66
2025-01-03 01:00:00,13.1,61.8,398.0,48.8,33.1,62
2025-01-03 02:00:00,18.5,56.2,415.0,99.8,63.6,115
2025-01-03 03:00:00,18.1,55.1,442.2,67.6,43.9,74
2025-01-03 04:00:00,18.4,52.3,426.3,80.3,47.5,84
2025-01-03 05:00:00,21.4,54.3,456.4,63.6,40.5,71
2025-01-03 06:00:00,22.4,52.1,454.5,92.1,57.2,104
2025-01-03 07:00:00,22.1,51.3,455.7,67.0,43.2,70
2025-01-03 08:00:00,18.0,50.6,438.6,78.9,45.0,78
2025-01-03 09:00:00,18.3,54.0,440.4,74.0,50.5,92
2025-01-03 10:00:00,18.6,58.1,413.2,64.7,38.6,65
2025-01-03 11:00:00,18.7,59.4,408.7,66.5,44.4,75
2025-01-03 12:00:00,14.5,62.6,400.3,86.6,55.8,96
2025-01-03 13:00:00,13.8,70.0,378.0,75.9,46.7,82
2025-01-03 14:00:00,10.7,67.0,377.1,70.7,43.1,65
2025-01-03 15:00:00,9.5,64.5,353.1,77.5,47.7,82
2025-01-03 16:00:00,12.7,73.8,359.3,61.2,37.1,71
2025-01-03 17:00:00,13.3,63.5,369.1,85.9,55.7,101
2025-01-03 18:00:00,10.3,65.3,337.4,53.9,33.0,61
2025-01-03 19:00:00,12.7,72.1,351.5,67.2,41.4,65
2025-01-03 20:00:00,11.9,72.0,340.6,67.4,41.1,71
2025-01-03 21:00:00,10.7,61.6,356.4,78.3,49.0,87
2025-01-03 22:00:00,13.7,63.8,382.1,84.2,50.8,93
2025-01-03 23:00:00,17.3,60.3,382.9,69.8,43.0,82
2025-01-04 00:00:00,15.5,58.3,407.5,76.0,46.8,89
2025-01-04 01:00:00,20.0,62.9,416.6,76.1,48.4,84
2025-01-04 02:00:00,12.8,59.3,424.5,44.0,28.8,49
2025-01-04 03:00:00,20.7,53.6,425.1,58.6,35.3,70
2025-01-04 04:00:00,20.1,49.4,450.2,75.8,44.0,77
2025-01-04 05:00:00,19.8,44.4,451.4,74.0,44.8,75
2025-01-04 06:00:00,20.7,57.9,434.7,61.5,39.8,70
2025-01-04 07:00:00,16.4,54.2,438.6,91.1,55.3,106
2025-01-04 08:00:00,19.5,48.7,415.6,76.8,48.8,83
2025-01-04 09:00:00,19.8,57.4,421.6,77.2,46.2,81
2025-01-04 10:00:00,21.0,55.6,421.8,58.8,36.9,62
2025-01-04 11:00:00,15.8,56.9,402.3,74.4,45.3,86
2025-01-04 12:00:00,14.0,63.1,391.6,38.0,23.4,43
2025-01-04 13:00:00,13.3,59.8,400.8,65.7,41.8,79
2025-01-04 14:00:00,14.9,64.2,385.2,62.3,42.4,84
2025-01-04 15:00:00,12.7,68.6,357.6,71.2,42.8,69
2025-01-04 16:00:00,10.2,67.1,364.6,47.8,27.5,45
2025-01-04 17:00:00,11.8,74.0,363.8,68.7,41.3,72
2025-01-04 18:00:00,10.8,80.3,356.2,52.6,31.0,56
2025-01-04 19:00:00,12.8,66.9,354.7,51.5,33.0,61
2025-01-04 20:00:00,9.9,61.3,367.8,85.0,50.8,88
2025-01-04 21:00:00,11.5,58.0,372.4,94.4,56.9,98
2025-01-04 22:00:00,12.4,65.2,363.0,65.2,42.2,80
2025-01-04 23:00:00,11.5,60.3,385.3,61.9,36.5,68
2025-01-05 00:00:00,16.3,62.0,394.6,77.3,45.8,84
2025-01-05 01:00:00,17.5,59.1,424.6,82.8,53.1,84
2025-01-05 02:00:00,18.2,48.0,419.3,81.5,51.8,99
2025-01-05 03:00:00,18.8,44.9,427.9,111.8,69.8,126
2025-01-05 04:00:00,17.2,53.9,453.6,63.3,42.9,76
2025-01-05 05:00:00,19.7,52.1,450.9,77.3,51.1,87
2025-01-05 06:00:00,20.0,49.0,471.1,93.5,61.7,107
2025-01-05 07:00:00,19.0,43.2,439.6,89.3,61.0,105
2025-01-05 08:00:00,19.7,54.8,438.0,58.8,33.0,49
2025-01-05 09:00:00,20.1,60.4,446.5,68.7,47.7,81
2025-01-05 10:00:00,22.0,57.6,412.1,94.3,58.6,97
2025-01-05 11:00:00,17.4,54.4,426.0,111.2,68.6,123
2025-01-05 12:00:00,16.3,61.4,387.8,78.6,49.8,83
2025-01-05 13:00:00,14.3,57.0,393.0,62.3,40.0,75
2025-01-05 14:00:00,9.4,71.5,356.4,63.9,38.6,61
2025-01-05 15:00:00,12.2,68.7,365.0,92.6,58.4,111
2025-01-05 16:00:00,11.6,61.0,342.9,77.5,45.7,86
2025-01-05 17:00:00,15.9,69.4,370.9,43.3,32.6,53
2025-01-05 18:00:00,10.4,73.5,339.3,57.7,37.6,67
2025-01-05 19:00:00,11.6,69.2,343.5,70.0,41.8,71
2025-01-05 20:00:00,11.4,68.5,362.1,71.5,44.2,82
2025-01-05 21:00:00,10.0,62.2,358.8,,,78
2025-01-05 22:00:00,15.6,69.1,382.2,61.2,36.8,72
2025-01-05 23:00:00,16.1,60.6,380.1,48.9,29.6,49
2025-01-06 00:00:00,17.5,50.5,392.3,82.5,52.5,95
2025-01-06 01:00:00,15.4,56.8,412.8,78.4,42.7,84
2025-01-06 02:00:00,21.2,61.2,413.0,86.7,50.4,93
2025-01-06 03:00:00,16.6,52.3,439.4,95.6,59.0,111
2025-01-06 04:00:00,21.4,61.3,452.2,80.6,50.2,93
2025-01-06 05:00:00,25.1,53.8,453.9,79.2,48.0,86
2025-01-06 06:00:00,18.9,53.0,456.4,84.3,50.6,90
2025-01-06 07:00:00,19.6,51.1,429.0,80.8,49.4,82
2025-01-06 08:00:00,20.4,52.4,438.6,89.6,58.4,101
2025-01-06 09:00:00,18.4,53.0,432.9,87.3,50.1,85
2025-01-06 10:00:00,15.3,54.9,439.4,69.3,42.2,74
2025-01-06 11:00:00,17.4,61.5,406.9,93.6,53.7,97
2025-01-06 12:00:00,13.8,56.8,376.8,86.6,53.9,96
2025-01-06 13:00:00,15.6,58.7,376.8,52.1,32.0,58
2025-01-06 14:00:00,11.6,60.9,368.2,91.2,53.8,100
2025-01-06 15:00:00,15.5,78.8,342.9,71.3,43.4,76
2025-01-06 16:00:00,10.1,72.8,366.3,68.5,42.0,79
2025-01-06 17:00:00,10.5,72.7,336.0,71.1,47.2,90
2025-01-06 18:00:00,12.6,66.2,354.5,59.4,34.5,64
2025-01-06 19:00:00,8.7,74.3,340.8,80.7,51.8,90
2025-01-06 20:00:00,12.1,69.6,371.9,58.2,36.7,70
2025-01-06 21:00:00,15.1,69.6,362.0,46.0,28.7,54
2025-01-06 22:00:00,10.3,61.6,370.4,57.0,33.5,63
2025-01-06 23:00:00,15.1,64.9,392.5,69.7,47.2,92
2025-01-07 00:00:00,16.6,59.4,390.1,58.8,36.4,69
2025-01-07 01:00:00,18.9,55.1,418.9,96.2,58.2,112
2025-01-07 02:00:00,16.1,60.2,420.4,84.0,56.0,100
2025-01-07 03:00:00,17.0,46.8,429.6,92.9,58.2,102
2025-01-07 04:00:00,21.4,55.7,442.5,76.4,49.3,94
2025-01-07 05:00:00,21.5,55.4,437.5,79.6,50.8,86
2025-01-07 06:00:00,21.6,47.2,448.1,70.7,39.4,80
2025-01-07 07:00:00,21.6,47.9,451.6,83.5,56.7,108
2025-01-07 08:00:00,19.0,51.9,420.1,85.0,51.3,92
2025-01-07 09:00:00,20.1,56.0,446.1,81.0,52.0,99
2025-01-07 10:00:00,19.2,55.9,433.0,92.7,59.9,111
2025-01-07 11:00:00,16.0,61.3,394.2,61.0,40.3,66
2025-01-07 12:00:00,19.8,70.5,379.7,72.3,42.9,73
2025-01-07 13:00:00,15.8,61.8,395.3,72.0,45.2,82
2025-01-07 14:00:00,11.2,58.2,382.4,54.5,33.9,61
2025-01-07 15:00:00,13.9,72.9,370.7,63.7,38.8,76
2025-01-07 16:00:00,9.9,78.8,342.3,77.0,48.5,88
2025-01-07 17:00:00,12.9,73.4,369.9,51.6,36.4,59
2025-01-07 18:00:00,13.5,66.3,342.5,77.0,49.3,86
2025-01-07 19:00:00,9.7,70.8,354.2,56.5,31.9,61
2025-01-07 20:00:00,13.8,64.8,359.3,71.7,48.5,78
2025-01-07 21:00:00,13.5,72.0,380.7,69.0,45.6,75
2025-01-07 22:00:00,15.4,60.0,376.5,58.5,36.8,64
2025-01-07 23:00:00,18.7,62.8,391.5,54.8,35.1,67
2025-01-08 00:00:00,15.7,56.7,399.5,45.7,27.2,47
2025-01-08 01:00:00,16.0,59.8,401.2,58.7,38.7,72
2025-01-08 02:00:00,17.0,54.9,402.0,85.5,54.7,98
2025-01-08 03:00:00,18.1,55.6,435.9,75.1,46.9,83
2025-01-08 04:00:00,20.4,53.3,429.3,93.7,57.4,100
2025-01-08 05:00:00,21.8,47.3,451.9,75.4,43.6,82
2025-01-08 06:00:00,21.8,55.0,451.5,85.6,54.4,91
2025-01-08 07:00:00,22.7,52.0,449.5,76.8,42.8,75
2025-01-08 08:00:00,20.6,48.3,432.6,64.8,40.3,78
2025-01-08 09:00:00,22.7,66.1,445.5,77.9,46.4,79
2025-01-08 10:00:00,18.2,59.3,429.5,74.1,40.9,65
2025-01-08 11:00:00,23.0,58.6,400.9,54.5,32.6,48
2025-01-08 12:00:00,17.5,69.1,420.4,62.8,42.2,79
2025-01-08 13:00:00,13.3,73.8,384.7,,,81
2025-01-08 14:00:00,11.6,66.3,361.4,79.5,51.3,90
2025-01-08 15:00:00,13.7,70.8,356.9,75.3,47.6,79
2025-01-08 16:00:00,11.5,65.7,341.5,86.6,49.1,87
2025-01-08 17:00:00,12.9,70.9,365.2,67.0,44.6,86
2025-01-08 18:00:00,12.3,71.0,360.8,68.2,41.3,68
2025-01-08 19:00:00,11.4,72.6,359.2,45.0,29.0,57
2025-01-08 20:00:00,10.3,72.3,362.4,64.6,40.5,64
2025-01-08 21:00:00,9.8,71.9,377.3,82.8,49.9,84
2025-01-08 22:00:00,13.0,68.2,372.8,85.5,52.8,95
2025-01-08 23:00:00,16.8,58.5,391.6,75.9,47.9,90
2025-01-09 00:00:00,16.8,57.3,392.2,82.8,53.6,103
2025-01-09 01:00:00,15.2,56.7,411.7,,,70
2025-01-09 02:00:00,19.3,55.6,429.8,77.1,43.5,86
2025-01-09 03:00:00,20.7,60.2,404.7,77.3,50.6,91
2025-01-09 04:00:00,19.0,47.6,437.2,98.5,57.2,99
2025-01-09 05:00:00,21.6,50.7,450.0,80.7,47.3,91
2025-01-09 06:00:00,21.5,56.9,449.2,82.4,47.9,93
2025-01-09 07:00:00,19.0,51.0,443.7,87.1,53.9,101
2025-01-09 08:00:00,21.5,55.8,449.0,68.0,38.9,73
2025-01-09 09:00:00,21.1,54.4,428.1,90.9,59.9,114
2025-01-09 10:00:00,21.1,58.5,412.5,60.8,39.0,71
2025-01-09 11:00:00,19.8,58.5,424.5,52.3,29.5,52
2025-01-09 12:00:00,13.7,65.6,410.1,71.6,43.6,82
2025-01-09 13:00:00,13.3,57.1,380.8,88.1,55.8,102
2025-01-09 14:00:00,15.0,65.4,374.0,63.5,45.7,86
2025-01-09 15:00:00,13.9,70.8,372.9,72.2,46.0,82
2025-01-09 16:00:00,13.2,73.6,357.0,,,75
2025-01-09 17:00:00,19.4,79.4,356.9,63.1,37.4,71
2025-01-09 18:00:00,12.6,70.3,354.8,43.4,26.1,48
2025-01-09 19:00:00,14.0,79.3,348.6,,,33
2025-01-09 20:00:00,14.1,67.6,362.0,76.7,40.7,79
2025-01-09 21:00:00,14.3,76.0,355.2,84.9,50.5,84
2025-01-09 22:00:00,13.4,71.3,379.2,74.9,43.8,73
2025-01-09 23:00:00,16.8,60.3,386.6,,,85
2025-01-10 00:00:00,15.0,63.8,396.7,92.4,56.2,88
2025-01-10 01:00:00,17.4,59.4,400.8,73.0,47.4,93
2025-01-10 02:00:00,18.1,60.4,426.6,68.9,45.0,81
2025-01-10 03:00:00,20.3,54.1,436.0,69.5,40.4,80
2025-01-10 04:00:00,25.5,52.1,435.1,92.7,64.0,124
2025-01-10 05:00:00,17.7,59.5,432.4,83.4,52.5,93
2025-01-10 06:00:00,23.0,51.9,433.6,57.6,40.9,80
2025-01-10 07:00:00,18.2,56.9,445.7,63.7,38.9,64
2025-01-10 08:00:00,20.0,52.6,446.2,,,106
2025-01-10 09:00:00,22.3,63.7,453.6,64.0,38.6,67
2025-01-10 10:00:00,19.2,54.1,424.3,99.8,60.7,112
2025-01-10 11:00:00,15.7,56.8,396.4,46.7,22.6,45
2025-01-10 12:00:00,15.2,70.1,397.6,86.5,54.7,97
2025-01-10 13:00:00,16.7,62.9,399.2,85.1,45.9,85
2025-01-10 14:00:00,12.7,75.5,367.9,68.5,41.8,79
2025-01-10 15:00:00,13.5,74.1,375.6,66.4,38.4,70
2025-01-10 16:00:00,12.4,70.4,358.3,83.7,54.1,110
2025-01-10 17:00:00,10.5,63.1,358.1,77.7,44.2,78
2025-01-10 18:00:00,16.0,72.4,368.6,55.8,31.1,64
2025-01-10 19:00:00,13.1,72.7,333.4,48.0,24.8,50
2025-01-10 20:00:00,8.3,77.0,365.8,73.3,45.4,72
2025-01-10 21:00:00,13.6,77.5,363.9,59.7,39.8,79
2025-01-10 22:00:00,12.9,64.1,365.8,49.9,28.7,56
2025-01-10 23:00:00,17.2,69.1,386.4,60.6,41.6,75
2025-01-11 00:00:00,15.2,66.3,417.3,61.8,38.7,71
2025-01-11 01:00:00,17.8,65.3,426.6,72.8,44.7,82
2025-01-11 02:00:00,20.3,60.0,405.3,91.9,51.6,99
2025-01-11 03:00:00,22.0,45.8,427.9,94.4,58.8,103
2025-01-11 04:00:00,18.7,53.1,452.9,87.9,54.9,106
2025-01-11 05:00:00,20.9,47.2,448.2,,,70
2025-01-11 06:00:00,20.8,51.6,449.8,76.4,51.2,83
2025-01-11 07:00:00,20.3,57.9,432.5,78.2,48.6,90
2025-01-11 08:00:00,24.6,55.6,435.7,60.7,36.9,72
2025-01-11 09:00:00,21.1,61.4,421.5,76.0,49.9,88
2025-01-11 10:00:00,16.7,59.4,408.1,91.1,60.5,97
2025-01-11 11:00:00,19.9,53.7,400.0,70.2,44.7,73
2025-01-11 12:00:00,21.0,50.2,390.3,50.9,30.4,56
2025-01-11 13:00:00,17.5,66.1,379.1,66.3,42.1,75
2025-01-11 14:00:00,11.2,66.7,366.3,47.2,30.9,62
2025-01-11 15:00:00,12.3,65.0,374.6,75.9,46.5,84
2025-01-11 16:00:00,15.0,62.9,347.4,71.7,43.0,73
2025-01-11 17:00:00,10.6,68.8,365.9,60.9,37.0,68
2025-01-11 18:00:00,12.7,71.8,345.2,56.0,35.5,68
2025-01-11 19:00:00,13.6,75.7,356.2,62.3,36.6,72
2025-01-11 20:00:00,10.7,72.3,361.6,62.6,38.9,69
2025-01-11 21:00:00,13.2,77.8,355.9,50.4,33.5,60
2025-01-11 22:00:00,7.9,62.6,372.1,61.0,34.6,66
2025-01-11 23:00:00,13.6,69.7,382.4,82.9,51.0,88
2025-01-12 00:00:00,16.4,63.0,404.1,64.6,40.1,75
2025-01-12 01:00:00,15.7,63.6,412.0,67.4,45.8,81
2025-01-12 02:00:00,22.7,55.6,417.9,73.9,47.9,85
2025-01-12 03:00:00,17.6,61.1,436.8,86.9,49.2,88
2025-01-12 04:00:00,20.4,55.6,446.9,56.0,38.0,69
2025-01-12 05:00:00,22.0,49.8,466.9,55.8,34.5,71
2025-01-12 06:00:00,24.8,52.8,450.7,70.0,43.4,75
2025-01-12 07:00:00,18.9,52.1,448.3,82.9,51.1,89
2025-01-12 08:00:00,23.6,56.7,447.4,61.3,41.5,82
2025-01-12 09:00:00,20.5,50.0,425.6,71.3,43.7,80
2025-01-12 10:00:00,17.5,57.9,407.4,92.1,62.5,116
2025-01-12 11:00:00,19.1,62.4,409.4,49.7,29.5,48
2025-01-12 12:00:00,17.3,63.2,410.3,57.8,37.0,67
2025-01-12 13:00:00,14.4,72.4,399.0,86.8,56.9,106
2025-01-12 14:00:00,14.6,71.9,355.8,68.5,40.1,68
2025-01-12 15:00:00,12.7,70.1,371.0,54.8,33.8,63
2025-01-12 16:00:00,12.9,72.8,334.6,78.9,48.0,85
2025-01-12 17:00:00,13.5,74.2,356.2,64.9,38.6,66
2025-01-12 18:00:00,15.2,75.0,354.0,62.9,35.2,68
2025-01-12 19:00:00,9.7,63.5,334.6,67.2,44.7,86
2025-01-12 20:00:00,17.0,70.1,366.9,58.8,33.4,60
2025-01-12 21:00:00,9.6,62.6,382.4,59.6,36.3,67
2025-01-12 22:00:00,14.3,74.4,374.7,62.9,39.6,77
2025-01-12 23:00:00,17.0,65.3,388.9,50.8,33.6,58
2025-01-13 00:00:00,17.7,62.0,415.2,72.0,43.1,79
2025-01-13 01:00:00,17.1,64.9,402.1,72.0,47.1,82
2025-01-13 02:00:00,19.2,60.1,414.4,85.5,52.3,89
2025-01-13 03:00:00,19.7,50.3,427.3,96.0,55.5,97
2025-01-13 04:00:00,20.3,54.1,443.9,75.0,44.0,73
2025-01-13 05:00:00,23.6,51.8,448.8,88.2,51.7,95
2025-01-13 06:00:00,22.8,44.4,444.5,79.9,51.8,89
2025-01-13 07:00:00,20.5,50.1,445.2,83.6,50.3,83
2025-01-13 08:00:00,23.2,53.6,437.7,65.5,43.4,81
2025-01-13 09:00:00,21.2,55.6,430.1,61.3,38.2,72
2025-01-13 10:00:00,21.2,50.8,416.9,,,87
2025-01-13 11:00:00,19.6,66.4,404.9,,,58
2025-01-13 12:00:00,15.4,62.8,379.5,70.5,40.7,69
2025-01-13 13:00:00,14.7,66.1,384.4,40.7,21.1,36
2025-01-13 14:00:00,16.1,70.3,355.1,53.7,29.6,55
2025-01-13 15:00:00,14.8,66.4,371.8,48.3,32.3,63
2025-01-13 16:00:00,12.8,74.2,350.9,78.0,47.3,83
2025-01-13 17:00:00,12.6,71.1,350.4,69.6,43.5,75
2025-01-13 18:00:00,14.7,68.8,346.3,59.4,33.4,65
2025-01-13 19:00:00,11.2,75.8,349.4,64.1,43.8,81
2025-01-13 20:00:00,14.0,79.4,369.6,74.9,45.6,82
2025-01-13 21:00:00,13.3,73.9,351.5,62.9,38.0,74
2025-01-13 22:00:00,14.3,72.8,359.2,40.9,29.3,62
2025-01-13 23:00:00,18.2,63.2,388.7,61.3,39.9,73
2025-01-14 00:00:00,18.9,55.2,395.5,60.7,42.0,72
2025-01-14 01:00:00,20.2,68.1,417.0,53.5,34.3,64
2025-01-14 02:00:00,22.4,68.5,432.6,79.6,48.2,82
2025-01-14 03:00:00,20.9,63.9,424.6,78.6,48.6,93
2025-01-14 04:00:00,23.0,53.0,449.6,81.7,50.7,87
2025-01-14 05:00:00,21.5,47.9,438.2,75.6,49.8,88
2025-01-14 06:00:00,22.9,48.1,450.7,,,92
2025-01-14 07:00:00,21.8,45.3,435.8,74.1,46.1,83
2025-01-14 08:00:00,21.8,54.3,444.4,78.1,48.6,88
2025-01-14 09:00:00,22.0,64.4,434.8,73.3,43.0,81
2025-01-14 10:00:00,18.1,57.8,413.6,61.8,40.5,73
2025-01-14 11:00:00,22.7,62.5,398.9,87.9,54.7,98
2025-01-14 12:00:00,15.2,70.4,407.0,46.1,26.3,44
2025-01-14 13:00:00,13.5,64.1,382.1,75.4,48.4,85
2025-01-14 14:00:00,17.1,78.7,384.7,60.4,35.2,56
2025-01-14 15:00:00,15.3,80.6,358.9,56.6,33.1,66
2025-01-14 16:00:00,14.2,71.6,369.5,65.2,40.4,72
2025-01-14 17:00:00,13.8,70.3,342.1,43.3,25.9,54
2025-01-14 18:00:00,12.3,77.0,364.7,53.8,31.1,55
2025-01-14 19:00:00,10.7,71.4,353.6,54.7,31.0,46
2025-01-14 20:00:00,13.2,66.4,360.9,60.1,36.6,63
2025-01-14 21:00:00,12.5,77.0,355.0,58.5,32.7,58
2025-01-14 22:00:00,16.9,74.6,382.7,,,95
2025-01-14 23:00:00,15.8,66.8,395.2,81.5,55.8,103
2025-01-15 00:00:00,15.8,57.2,397.3,39.1,26.5,48
2025-01-15 01:00:00,18.1,54.8,392.1,82.2,48.3,85
2025-01-15 02:00:00,20.8,59.1,414.3,,,89
2025-01-15 03:00:00,19.9,54.0,424.6,81.4,50.5,88
2025-01-15 04:00:00,20.1,53.2,448.0,72.1,41.7,78
2025-01-15 05:00:00,22.8,59.1,443.8,73.2,45.5,86
2025-01-15 06:00:00,22.9,57.3,445.5,67.5,41.6,71
2025-01-15 07:00:00,21.2,60.9,442.5,67.6,44.0,84
2025-01-15 08:00:00,20.8,50.1,457.7,62.3,37.2,69
2025-01-15 09:00:00,21.4,55.0,435.4,75.0,45.1,76
2025-01-15 10:00:00,17.0,62.6,426.5,52.2,33.0,60
2025-01-15 11:00:00,15.9,63.4,406.2,64.6,42.2,77
2025-01-15 12:00:00,16.0,71.5,399.2,64.2,32.5,53
2025-01-15 13:00:00,15.7,68.5,376.8,68.9,42.8,70
2025-01-15 14:00:00,15.6,78.1,378.0,54.1,34.5,64
2025-01-15 15:00:00,16.9,73.6,352.8,69.7,41.3,71
2025-01-15 16:00:00,14.9,77.8,363.9,75.0,46.8,91
2025-01-15 17:00:00,12.3,71.8,344.2,76.2,50.4,99
2025-01-15 18:00:00,12.5,73.8,359.5,32.8,17.3,33
2025-01-15 19:00:00,10.7,78.0,370.9,48.1,31.0,60
2025-01-15 20:00:00,13.2,80.5,357.0,64.9,35.7,59
2025-01-15 21:00:00,13.5,74.4,378.1,71.0,42.7,70
2025-01-15 22:00:00,15.7,68.3,383.0,44.1,26.8,47
2025-01-15 23:00:00,14.7,73.2,373.3,55.5,33.4,53
2025-01-16 00:00:00,18.6,52.8,401.6,73.9,43.5,79
2025-01-16 01:00:00,22.0,54.0,418.5,72.4,44.5,76
2025-01-16 02:00:00,19.9,62.2,431.4,,,87
2025-01-16 03:00:00,22.0,56.8,437.5,83.9,49.5,88
2025-01-16 04:00:00,23.3,58.2,445.2,81.2,49.5,92
2025-01-16 05:00:00,21.6,54.5,448.5,74.5,48.8,89
2025-01-16 06:00:00,23.0,56.7,451.3,76.2,47.9,84
2025-01-16 07:00:00,22.4,50.2,435.9,85.7,52.5,87
2025-01-16 08:00:00,22.1,58.2,440.7,44.9,28.8,52
2025-01-16 09:00:00,19.6,61.9,420.4,97.5,58.2,96
2025-01-16 10:00:00,20.1,65.1,419.5,41.9,27.2,55
2025-01-16 11:00:00,19.9,71.5,406.5,54.9,35.0,65
2025-01-16 12:00:00,20.5,65.3,392.9,63.5,40.5,77
2025-01-16 13:00:00,18.2,68.0,376.0,77.6,46.4,78
2025-01-16 14:00:00,19.4,61.5,377.2,25.5,15.8,30
2025-01-16 15:00:00,12.5,68.5,361.1,55.6,38.5,66
2025-01-16 16:00:00,15.1,71.7,352.2,75.8,44.3,80
2025-01-16 17:00:00,13.2,78.9,337.5,71.4,45.4,76
2025-01-16 18:00:00,17.1,71.0,347.0,48.3,31.7,56
2025-01-16 19:00:00,11.3,77.6,363.3,,,56
2025-01-16 20:00:00,11.7,72.6,368.6,61.5,33.1,58
2025-01-16 21:00:00,13.0,70.2,368.8,55.9,35.7,55
2025-01-16 22:00:00,11.0,70.2,372.5,51.9,31.6,65
2025-01-16 23:00:00,15.4,64.6,393.2,54.1,33.9,61
2025-01-17 00:00:00,16.3,61.8,393.9,68.8,45.8,82
2025-01-17 01:00:00,19.4,52.9,410.5,69.0,44.7,83
2025-01-17 02:00:00,21.0,57.8,418.1,72.9,48.7,81
2025-01-17 03:00:00,25.1,54.6,444.8,80.1,47.5,81
2025-01-17 04:00:00,24.0,52.8,451.4,83.8,52.2,96
2025-01-17 05:00:00,21.4,56.5,448.1,96.1,54.1,98
2025-01-17 06:00:00,21.0,57.4,467.3,52.1,33.3,56
2025-01-17 07:00:00,23.6,55.7,452.3,61.9,40.2,75
2025-01-17 08:00:00,19.4,60.5,446.6,78.1,44.7,81
2025-01-17 09:00:00,24.9,60.1,437.4,77.5,45.5,84
2025-01-17 10:00:00,22.6,57.8,411.9,65.5,39.3,72
2025-01-17 11:00:00,18.1,59.4,403.4,76.7,50.7,87
2025-01-17 12:00:00,14.3,65.9,398.9,98.9,58.0,103
2025-01-17 13:00:00,19.2,69.8,386.0,68.2,42.3,66
2025-01-17 14:00:00,15.0,76.3,380.4,63.7,40.3,69
2025-01-17 15:00:00,16.7,77.3,357.5,77.7,45.4,80
2025-01-17 16:00:00,10.3,70.3,357.1,39.2,22.9,44
